game_name,released_date,platform,overall_rating,exceptional,recommended,meh,skip,metacritic,suggestions_count,tags,all,new_tags,new_plat,year
Euro Truck Simulator 2,10/19/2012,"PC', 'macOS', 'Linux'",4.06,184,376,64,26,79,436,"singleplayer', 'atmospheric', 'rpg', 'sandbox', 'exploration', 'moddable', 'exclusive', 'realistic', 'driving', 'management', 'relaxing', 'economy', 'trackir'",", 'all","singleplayer', 'atmospheric', 'rpg', 'sandbox', 'exploration', 'moddable', 'exclusive', 'realistic', 'driving', 'management', 'relaxing', 'economy', 'trackir', 'all","PC', 'macOS', 'Linux', 'all",2012
Hacknet,8/11/2015,"PC', 'macOS', 'Linux'",3.18,52,164,94,98,82,180,"singleplayer', 'multiplayer', 'atmospheric', 'horror', 'cyberpunk', 'education', 'hacking', 'programming', 'typing'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'horror', 'cyberpunk', 'education', 'hacking', 'programming', 'typing', 'all","PC', 'macOS', 'Linux', 'all",2015
Darksiders II Deathinitive Edition,11/5/2015,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch'",3.79,96,292,104,35,75,721,"singleplayer', 'multiplayer', 'rpg', 'fantasy', 'gore', 'controller', 'parkour', 'loot'",", 'all","singleplayer', 'multiplayer', 'rpg', 'fantasy', 'gore', 'controller', 'parkour', 'loot', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'all",2015
Wolfenstein: The Old Blood,5/4/2015,"PC', 'Xbox One', 'PlayStation 4'",4.01,210,560,123,26,76,664,"singleplayer', 'multiplayer', 'atmospheric', 'horror', 'fps', 'funny', 'gore', 'stealth', 'zombies', 'war', 'mature', 'blood'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'horror', 'fps', 'funny', 'gore', 'stealth', 'zombies', 'war', 'mature', 'blood', 'all","PC', 'Xbox One', 'PlayStation 4', 'all",2015
Divinity: Original Sin - Enhanced Edition,10/27/2015,"PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux'",4.28,378,361,69,26,94,402,"singleplayer', 'multiplayer', 'rpg', 'cooperative', 'fantasy', 'isometric', 'crpg'",", 'all","singleplayer', 'multiplayer', 'rpg', 'cooperative', 'fantasy', 'isometric', 'crpg', 'all","PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux', 'all",2015
Metal Gear Rising: Revengeance,2/19/2013,"PC', 'Xbox One', 'Android', 'Xbox 360', 'PlayStation 3'",4.18,366,423,100,32,83,642,"singleplayer', 'difficult', 'gore', 'stealth', 'cyberpunk', 'ninja', 'mechs', 'swordplay'",", 'all","singleplayer', 'difficult', 'gore', 'stealth', 'cyberpunk', 'ninja', 'mechs', 'swordplay', 'all","PC', 'Xbox One', 'Android', 'Xbox 360', 'PlayStation 3', 'all",2013
Prison Architect,10/5/2015,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux'",3.75,75,265,86,34,83,354,"singleplayer', 'funny', 'sandbox', 'comedy', 'moddable', 'rts', 'building', 'overlay', 'achievements', 'management', 'economy'",", 'all","singleplayer', 'funny', 'sandbox', 'comedy', 'moddable', 'rts', 'building', 'overlay', 'achievements', 'management', 'economy', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'all",2015
Far Cry 3: Blood Dragon,4/30/2013,"PC', 'Xbox One', 'Xbox 360', 'PlayStation 3'",4,252,444,153,32,81,506,"singleplayer', 'atmospheric', 'fps', 'funny', 'comedy', 'stealth', 'retro', 'futuristic', 'cyberpunk', 'dragons', 'parody'",", 'all","singleplayer', 'atmospheric', 'fps', 'funny', 'comedy', 'stealth', 'retro', 'futuristic', 'cyberpunk', 'dragons', 'parody', 'all","PC', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'all",2013
The Binding of Isaac: Rebirth,11/3/2014,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Nintendo 3DS', 'macOS', 'Linux', 'PS Vita', 'Wii U'",4.33,474,326,84,29,86,215,"singleplayer', 'atmospheric', 'cooperative', 'horror', 'difficult', 'gore', 'dark', 'roguelike', 'remake', 'roguelite'",", 'all","singleplayer', 'atmospheric', 'cooperative', 'horror', 'difficult', 'gore', 'dark', 'roguelike', 'remake', 'roguelite', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Nintendo 3DS', 'macOS', 'Linux', 'PS Vita', 'Wii U', 'all",2014
The Evil Within,10/12/2014,"PC', 'PlayStation 4', 'Xbox One', 'Xbox 360', 'PlayStation 3'",3.97,242,468,153,38,68,610,"singleplayer', 'atmospheric', 'horror', 'difficult', 'gore', 'survival', 'stealth', 'dark', 'zombies', 'cinematic'",", 'all","singleplayer', 'atmospheric', 'horror', 'difficult', 'gore', 'survival', 'stealth', 'dark', 'zombies', 'cinematic', 'all","PC', 'PlayStation 4', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'all",2014
Remember Me,6/4/2013,"PC', 'Xbox 360', 'PlayStation 3'",3.66,111,399,227,50,65,588,"singleplayer', 'atmospheric', 'futuristic', 'parkour', 'cyberpunk', 'dystopian', 'linear'",", 'all","singleplayer', 'atmospheric', 'futuristic', 'parkour', 'cyberpunk', 'dystopian', 'linear', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2013
Tales from the Borderlands,10/21/2015,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Xbox 360', 'PlayStation 3', 'PS Vita'",4.2,437,378,106,47,85,645,"singleplayer', 'atmospheric', 'rpg', 'funny', 'comedy', 'memes', 'achievements', 'episodic'",", 'all","singleplayer', 'atmospheric', 'rpg', 'funny', 'comedy', 'memes', 'achievements', 'episodic', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'all",2015
Serious Sam 3: BFE,11/22/2011,"PC', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3'",3.45,40,295,225,51,72,574,"singleplayer', 'multiplayer', 'cooperative', 'fps', 'funny', 'difficult', 'gore', 'comedy', 'nudity', 'aliens'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'fps', 'funny', 'difficult', 'gore', 'comedy', 'nudity', 'aliens', 'all","PC', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3', 'all",2011
Endless Space - Collection,7/4/2012,"PC', 'macOS'",3.18,35,135,67,74,77,305,"singleplayer', 'multiplayer', 'atmospheric', 'sandbox', 'exploration', 'space', 'futuristic', 'aliens', 'diplomacy'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'sandbox', 'exploration', 'space', 'futuristic', 'aliens', 'diplomacy', 'all","PC', 'macOS', 'all",2012
Ryse: Son of Rome,11/22/2013,"PC', 'Xbox One'",3.57,81,404,228,61,61,713,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fantasy', 'gore', 'stats', 'nudity', 'war', 'short', 'historical', 'linear', 'benchmark', 'rome'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fantasy', 'gore', 'stats', 'nudity', 'war', 'short', 'historical', 'linear', 'benchmark', 'rome', 'all","PC', 'Xbox One', 'all",2013
STAR WARS Battlefront,11/17/2015,"PC', 'Xbox One', 'PlayStation 4'",3.28,54,384,447,108,73,611,"singleplayer', 'multiplayer', 'cooperative', 'space', 'pvp', 'aliens', 'combat', 'epic', 'work', 'planets', 'army', 'laser'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'space', 'pvp', 'aliens', 'combat', 'epic', 'work', 'planets', 'army', 'laser', 'all","PC', 'Xbox One', 'PlayStation 4', 'all",2015
Neverwinter,6/20/2013,"PC', 'PlayStation 4', 'Xbox One'",2.96,22,150,254,107,74,672,"multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fantasy', 'comedy', 'zombies', 'pvp', 'mmo', 'mmorpg', 'pve', 'dragons'",", 'all","multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fantasy', 'comedy', 'zombies', 'pvp', 'mmo', 'mmorpg', 'pve', 'dragons', 'all","PC', 'PlayStation 4', 'Xbox One', 'all",2013
Broken Age,1/28/2014,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'PS Vita'",3.67,96,335,144,54,81,517,"singleplayer', 'funny', 'fantasy', 'comedy', 'controller', 'short', 'kickstarter', 'episodic', 'crowdfunded'",", 'all","singleplayer', 'funny', 'fantasy', 'comedy', 'controller', 'short', 'kickstarter', 'episodic', 'crowdfunded', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'PS Vita', 'all",2014
BattleBlock Theater,4/3/2013,"PC', 'Xbox One', 'macOS', 'Linux', 'Xbox 360'",3.86,145,446,130,41,85,279,"singleplayer', 'multiplayer', 'cooperative', 'funny', 'difficult', 'sandbox', 'comedy', 'stats', 'cats'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'funny', 'difficult', 'sandbox', 'comedy', 'stats', 'cats', 'all","PC', 'Xbox One', 'macOS', 'Linux', 'Xbox 360', 'all",2013
Dust: An Elysian Tail,8/15/2012,"PC', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'macOS', 'Linux', 'Xbox 360'",3.63,103,269,132,60,84,519,"singleplayer', 'atmospheric', 'rpg', 'fantasy', 'exploration', 'controller', 'anime', 'cute', 'metroidvania'",", 'all","singleplayer', 'atmospheric', 'rpg', 'fantasy', 'exploration', 'controller', 'anime', 'cute', 'metroidvania', 'all","PC', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'macOS', 'Linux', 'Xbox 360', 'all",2012
Shadow of the Colossus (2011),9/22/2011,PlayStation 3',4.26,489,284,106,47,91,236,"atmospheric', 'dark', 'mystery', 'story', 'surreal', 'water', 'sword', 'sacrifice'",", 'all","atmospheric', 'dark', 'mystery', 'story', 'surreal', 'water', 'sword', 'sacrifice', 'all","PlayStation 3', 'all",2011
The Long Dark,9/22/2014,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'macOS', 'Linux'",3.93,157,333,107,32,76,388,"singleplayer', 'multiplayer', 'atmospheric', 'horror', 'difficult', 'sandbox', 'survival', 'exploration', 'crafting', 'overlay'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'horror', 'difficult', 'sandbox', 'survival', 'exploration', 'crafting', 'overlay', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'macOS', 'Linux', 'all",2014
LEGO The Hobbit,4/8/2014,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo 3DS', 'macOS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'Wii U'",3.41,33,190,85,54,70,511,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'funny', 'fantasy', 'comedy', 'lego'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'funny', 'fantasy', 'comedy', 'lego', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo 3DS', 'macOS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'Wii U', 'all",2014
DiRT Showdown,5/24/2012,"PC', 'Xbox 360', 'PlayStation 3'",3.27,22,177,122,60,74,524,"multiplayer', 'physics', 'party', 'night', 'cars', 'car', 'simulator'",", 'all","multiplayer', 'physics', 'party', 'night', 'cars', 'car', 'simulator', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2012
Monaco: What's Yours Is Mine,4/24/2013,"PC', 'macOS', 'Linux', 'Xbox 360'",3.02,23,130,83,84,83,408,"singleplayer', 'multiplayer', 'stealth', 'controller', 'crime', 'loot', 'heist'",", 'all","singleplayer', 'multiplayer', 'stealth', 'controller', 'crime', 'loot', 'heist', 'all","PC', 'macOS', 'Linux', 'Xbox 360', 'all",2013
Battlefield 3,10/25/2011,"PC', 'Xbox One', 'Xbox 360', 'PlayStation 3'",4.03,266,619,147,30,86,666,"singleplayer', 'multiplayer', 'atmospheric', 'fps', 'violent', 'tactical', 'pvp', 'war', 'military', 'destruction'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'fps', 'violent', 'tactical', 'pvp', 'war', 'military', 'destruction', 'all","PC', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'all",2011
Valiant Hearts: The Great War,6/24/2014,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'Xbox 360', 'PlayStation 3'",4.35,550,415,97,24,80,508,"singleplayer', 'atmospheric', 'rpg', 'war', 'historical', 'music', 'education', 'other'",", 'all","singleplayer', 'atmospheric', 'rpg', 'war', 'historical', 'music', 'education', 'other', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'Xbox 360', 'PlayStation 3', 'all",2014
The Swapper,5/13/2013,"PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux', 'PlayStation 3', 'PS Vita', 'Wii U'",3.54,67,233,118,55,87,438,"singleplayer', 'atmospheric', 'horror', 'difficult', 'exploration', 'space', 'mystery', 'metroidvania', 'puzzles', 'cerebral'",", 'all","singleplayer', 'atmospheric', 'horror', 'difficult', 'exploration', 'space', 'mystery', 'metroidvania', 'puzzles', 'cerebral', 'all","PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux', 'PlayStation 3', 'PS Vita', 'Wii U', 'all",2013
Resident Evil Revelations 2 / Biohazard Revelations 2,2/24/2015,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Xbox 360', 'PlayStation 3', 'PS Vita'",3.66,95,321,134,56,72,614,"singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'horror', 'gore', 'survival', 'zombies', 'episodic', 'island', 'escape', 'terror'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'horror', 'gore', 'survival', 'zombies', 'episodic', 'island', 'escape', 'terror', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'all",2015
Spelunky,7/4/2012,"PC', 'PlayStation 4', 'Xbox 360', 'PlayStation 3', 'PS Vita'",3.7,134,249,126,59,90,422,"singleplayer', 'multiplayer', 'cooperative', 'difficult', 'controller', 'retro', 'roguelike', 'overlay', 'roguelite'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'difficult', 'controller', 'retro', 'roguelike', 'overlay', 'roguelite', 'all","PC', 'PlayStation 4', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'all",2012
Rogue Legacy,6/26/2013,"PC', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Xbox 360', 'PlayStation 3', 'PS Vita'",3.85,147,431,120,47,85,366,"singleplayer', 'rpg', 'fantasy', 'difficult', 'exploration', 'controller', 'roguelike', 'medieval', 'metroidvania', 'roguelite'",", 'all","singleplayer', 'rpg', 'fantasy', 'difficult', 'exploration', 'controller', 'roguelike', 'medieval', 'metroidvania', 'roguelite', 'all","PC', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'all",2013
The Elder Scrolls Online: Tamriel Unlimited,3/17/2015,"PC', 'Xbox One', 'PlayStation 4', 'macOS'",3.51,82,288,198,64,77,682,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fantasy', 'sandbox', 'exploration', 'magic', 'mmo', 'mmorpg'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fantasy', 'sandbox', 'exploration', 'magic', 'mmo', 'mmorpg', 'all","PC', 'Xbox One', 'PlayStation 4', 'macOS', 'all",2015
Call of Juarez: Gunslinger,5/14/2013,"PC', 'Xbox One', 'Xbox 360', 'PlayStation 3'",3.89,95,324,86,22,79,639,"singleplayer', 'atmospheric', 'fps', 'funny', 'gore', 'comedy', 'historical', 'linear', 'narration', 'western'",", 'all","singleplayer', 'atmospheric', 'fps', 'funny', 'gore', 'comedy', 'historical', 'linear', 'narration', 'western', 'all","PC', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'all",2013
Binary Domain,2/16/2012,"PC', 'Xbox 360', 'PlayStation 3'",3.58,97,218,94,67,68,551,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'controller', 'futuristic', 'cyberpunk', 'dystopian', 'robots', 'transhumanism'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'controller', 'futuristic', 'cyberpunk', 'dystopian', 'robots', 'transhumanism', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2012
F.E.A.R. 3,3/25/2011,"PC', 'Xbox 360', 'PlayStation 3'",3.33,34,226,197,61,74,603,"singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'horror', 'fps', 'gore', 'controller', 'zombies', 'short', 'mechs'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'horror', 'fps', 'gore', 'controller', 'zombies', 'short', 'mechs', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2011
The Talos Principle,12/11/2014,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux'",4.16,278,324,85,26,85,345,"singleplayer', 'atmospheric', 'difficult', 'exploration', 'controller', 'mystery', 'robots', 'philisophical'",", 'all","singleplayer', 'atmospheric', 'difficult', 'exploration', 'controller', 'mystery', 'robots', 'philisophical', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'all",2014
Dying Light,1/27/2015,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch'",4.1,296,535,144,18,74,674,"horror', 'survival', 'zombies', 'parkour', 'city', 'skill', 'night', 'environment', 'fast'",", 'all","horror', 'survival', 'zombies', 'parkour', 'city', 'skill', 'night', 'environment', 'fast', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'all",2015
Deponia,1/27/2012,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'macOS', 'Linux'",3.87,161,295,85,52,74,590,"singleplayer', 'atmospheric', 'funny', 'difficult', 'comedy', 'dystopian', 'steampunk', 'achievements'",", 'all","singleplayer', 'atmospheric', 'funny', 'difficult', 'comedy', 'dystopian', 'steampunk', 'achievements', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'macOS', 'Linux', 'all",2012
Mass Effect 3,3/5/2012,"PC', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'Wii U'",4.4,767,527,115,27,90,683,"rpg', 'space', 'story', 'combat', 'romance', 'friends', 'race', 'alien', 'relationship'",", 'all","rpg', 'space', 'story', 'combat', 'romance', 'friends', 'race', 'alien', 'relationship', 'all","PC', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'Wii U', 'all",2012
Pillars of Eternity,3/26/2015,"PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux'",3.95,182,294,111,33,89,582,"singleplayer', 'atmospheric', 'rpg', 'fantasy', 'classic', 'exploration', 'isometric', 'kickstarter', 'crpg', 'crowdfunded'",", 'all","singleplayer', 'atmospheric', 'rpg', 'fantasy', 'classic', 'exploration', 'isometric', 'kickstarter', 'crpg', 'crowdfunded', 'all","PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux', 'all",2015
Gone Home,8/14/2013,"PC', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'macOS', 'Linux'",3.75,168,383,187,60,86,260,"singleplayer', 'atmospheric', 'exploration', 'short', 'mystery', 'realistic', 'relaxing', 'romance', 'narration', 'suspense'",", 'all","singleplayer', 'atmospheric', 'exploration', 'short', 'mystery', 'realistic', 'relaxing', 'romance', 'narration', 'suspense', 'all","PC', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'macOS', 'Linux', 'all",2013
PlanetSide 2,11/20/2012,"PC', 'PlayStation 4'",3.02,31,133,167,94,84,588,"multiplayer', 'rpg', 'cooperative', 'fps', 'tactical', 'space', 'pvp', 'war', 'futuristic', 'mmo'",", 'all","multiplayer', 'rpg', 'cooperative', 'fps', 'tactical', 'space', 'pvp', 'war', 'futuristic', 'mmo', 'all","PC', 'PlayStation 4', 'all",2012
Rage,10/3/2011,"PC', 'Xbox One', 'Xbox 360', 'PlayStation 3'",3.4,42,307,274,59,79,699,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'horror', 'fps', 'gore', 'survival', 'crafting', 'linear'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'horror', 'fps', 'gore', 'survival', 'crafting', 'linear', 'all","PC', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'all",2011
Divinity: Original Sin,6/30/2014,"PC', 'Xbox One', 'PlayStation 4', 'macOS'",4.17,258,293,62,28,87,573,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fantasy', 'isometric', 'magic', 'kickstarter', 'crpg', 'crowdfunded'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fantasy', 'isometric', 'magic', 'kickstarter', 'crpg', 'crowdfunded', 'all","PC', 'Xbox One', 'PlayStation 4', 'macOS', 'all",2014
Sins of a Solar Empire: Rebellion,6/12/2012,PC',2.76,29,91,66,110,82,478,"singleplayer', 'multiplayer', 'cooperative', 'exploration', 'space', 'moddable', 'war', 'aliens', 'rts', 'diplomacy'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'exploration', 'space', 'moddable', 'war', 'aliens', 'rts', 'diplomacy', 'all","PC', 'all",2012
Metro: Last Light,5/13/2013,"PC', 'Xbox 360', 'PlayStation 3'",4.11,233,501,85,19,81,669,"dark', 'character', 'night', 'shoot', 'apocalypse'",", 'all","dark', 'character', 'night', 'shoot', 'apocalypse', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2013
Satellite Reign,8/27/2015,"PC', 'macOS', 'Linux'",2.65,9,63,104,86,75,472,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'stealth', 'tactical', 'rts', 'isometric', 'cyberpunk', 'achievements', 'kickstarter'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'stealth', 'tactical', 'rts', 'isometric', 'cyberpunk', 'achievements', 'kickstarter', 'all","PC', 'macOS', 'Linux', 'all",2015
Red Faction: Armageddon,6/7/2011,"PC', 'Xbox 360', 'PlayStation 3'",3.01,11,123,136,70,75,680,"singleplayer', 'multiplayer', 'cooperative', 'horror', 'fps', 'aliens', 'linear', 'destruction', 'mars'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'horror', 'fps', 'aliens', 'linear', 'destruction', 'mars', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2011
Never Alone,11/18/2014,"PC', 'PlayStation 4', 'Xbox One', 'iOS', 'Android', 'macOS', 'Linux', 'PlayStation 3', 'Wii U'",3.51,50,282,140,57,70,290,"singleplayer', 'atmospheric', 'cooperative', 'short', 'cute', 'story', 'puzzles', 'nature', 'god', 'girl', 'fox'",", 'all","singleplayer', 'atmospheric', 'cooperative', 'short', 'cute', 'story', 'puzzles', 'nature', 'god', 'girl', 'fox', 'all","PC', 'PlayStation 4', 'Xbox One', 'iOS', 'Android', 'macOS', 'Linux', 'PlayStation 3', 'Wii U', 'all",2014
